features_count,model,rmse,r2,training_time
580,Randomforest(cuML),156.77821350097656,0.246082603931427,12.575134515762329
590,RandomForest,83.41200559892846,0.748216620160641,1114.1108424663544
590,Randomforest(cuML),143.4804229736328,0.2550017833709717,12.55278992652893
600,RandomForest,111.0619996682901,0.6849629478197896,1121.3233134746552
600,Randomforest(cuML),171.9167022705078,0.24513930082321167,12.705009460449219
610,RandomForest,101.19979198076616,0.6267332789652637,1150.4203271865845
610,Randomforest(cuML),145.9556121826172,0.22357124090194702,12.569642066955566
620,RandomForest,134.1187774775897,0.5624872282086375,1175.0272459983826
620,Randomforest(cuML),180.99636840820312,0.20319634675979614,12.657674074172974
630,RandomForest,113.05787495257664,0.637693950882992,1177.3819966316223
630,Randomforest(cuML),162.136474609375,0.2548641562461853,12.63286805152893
640,RandomForest,125.43703364120641,0.5844155373591635,1205.388648033142
640,Randomforest(cuML),171.91888427734375,0.21935254335403442,12.706992864608765
650,RandomForest,121.78011844793409,0.5664347821741637,1216.0232117176056
650,Randomforest(cuML),163.25331115722656,0.22084182500839233,12.687206983566284
660,RandomForest,157.96548285987862,0.5699114139487036,1251.6829888820648
660,Randomforest(cuML),215.22152709960938,0.2016286849975586,12.631812572479248
670,RandomForest,137.03998624984297,0.6071865466335296,1278.677435874939
670,Randomforest(cuML),193.82127380371094,0.2142314910888672,12.534191846847534
680,RandomForest,152.6863237857888,0.547572588816988,1294.4529383182526
680,Randomforest(cuML),202.7509765625,0.20223581790924072,12.730628728866577
690,RandomForest,130.2047609963588,0.6079199908036246,1294.418673992157
690,Randomforest(cuML),183.89430236816406,0.21790868043899536,12.666754961013794
700,RandomForest,136.15559672812964,0.6037912657670916,1319.6063477993011
700,Randomforest(cuML),192.8948974609375,0.20476675033569336,12.742427110671997
710,RandomForest,78.19683748127072,0.7599957185104509,1324.9207677841187
710,Randomforest(cuML),141.1012420654297,0.21854794025421143,13.492655277252197
720,RandomForest,135.67002675516488,0.5914077047673804,1354.2489664554596
720,Randomforest(cuML),189.835205078125,0.2000260353088379,12.72697925567627
730,RandomForest,99.98667887044446,0.6617080440168558,1368.8625228404999
730,Randomforest(cuML),152.82748413085938,0.20966655015945435,12.792572021484375
740,RandomForest,101.40907558925703,0.6731604644260379,1574.2157566547394
740,Randomforest(cuML),156.11582946777344,0.22540485858917236,12.887299299240112
750,RandomForest,100.10584366173798,0.6206183909372731,1424.3244979381561
750,Randomforest(cuML),147.7510223388672,0.17354661226272583,12.85452151298523
760,RandomForest,111.56695544880911,0.6027736666404429,1428.8286490440369
760,Randomforest(cuML),156.1162872314453,0.22220832109451294,12.978667497634888
770,RandomForest,116.11377041809872,0.6327162396779968,1444.801864862442
770,Randomforest(cuML),170.692626953125,0.20628643035888672,12.956266164779663
780,RandomForest,124.72307587801883,0.5546347064961277,1490.0587482452393
780,Randomforest(cuML),168.773193359375,0.18448925018310547,12.969961643218994
790,RandomForest,161.77952750448364,0.4913024620974432,1500.06986618042
790,Randomforest(cuML),204.9226531982422,0.18380779027938843,13.084829568862915
800,RandomForest,137.0358847080198,0.5646646343868424,1524.5419368743896
800,Randomforest(cuML),187.3430938720703,0.18636298179626465,12.957337617874146
810,RandomForest,109.68571077649285,0.5761467025716605,1525.5787780284882
810,Randomforest(cuML),150.95941162109375,0.1971471905708313,12.998404502868652
820,RandomForest,122.83313342228223,0.6033200325492445,1537.1236295700073
820,Randomforest(cuML),172.61277770996094,0.2166513204574585,13.098799467086792
830,RandomForest,88.53167512412703,0.6682206617006623,1553.0512323379517
830,Randomforest(cuML),136.14210510253906,0.215420663356781,13.067798376083374
840,RandomForest,141.20808290029115,0.5978110095403214,1573.915853023529
840,Randomforest(cuML),199.72447204589844,0.19541186094284058,13.087483167648315
850,RandomForest,120.38536987599588,0.5415494471587587,1616.9737157821655
850,Randomforest(cuML),162.7192840576172,0.16242605447769165,13.121583461761475
860,RandomForest,126.74749047182817,0.6269148844496293,1611.70312666893
860,Randomforest(cuML),186.03582763671875,0.19624751806259155,13.146808862686157
870,RandomForest,108.7017974907189,0.5481391051465563,1640.7713599205017
870,Randomforest(cuML),147.32447814941406,0.16999417543411255,13.175423383712769
880,RandomForest,63.48730852574994,0.6774741199649892,1649.9987647533417
880,Randomforest(cuML),100.67671203613281,0.188947856426239,13.184456586837769
890,RandomForest,74.27846707060999,0.6752072801897149,1657.9813594818115
890,Randomforest(cuML),115.51299285888672,0.21450740098953247,13.253913879394531
900,RandomForest,120.71100512493211,0.5617631152734235,1678.3710374832153
900,Randomforest(cuML),156.35748291015625,0.2647203207015991,13.36466360092163
910,RandomForest,94.40762151717252,0.6751521276823647,1703.1499950885773
910,Randomforest(cuML),150.25930786132812,0.17709702253341675,13.227580785751343
920,RandomForest,150.86677004525606,0.41630049823239135,1732.0534760951996
920,Randomforest(cuML),181.72750854492188,0.1530779004096985,13.19179368019104
930,RandomForest,108.50797607122925,0.573828166724325,1752.5190076828003
930,Randomforest(cuML),150.81292724609375,0.1767370104789734,13.19055962562561
940,RandomForest,96.21600919538768,0.6341418486615612,1758.937825202942
940,Randomforest(cuML),143.4998321533203,0.1861940622329712,13.124906778335571
950,RandomForest,135.49345254842063,0.4704575924535551,1793.792846918106
950,Randomforest(cuML),170.7251739501953,0.15926474332809448,13.150437831878662
960,RandomForest,101.84885489851739,0.6983592453742766,1798.6501972675323
960,Randomforest(cuML),167.0878448486328,0.18816572427749634,13.20614242553711
970,RandomForest,136.77559821080723,0.5682657981221035,1846.0689313411713
970,Randomforest(cuML),190.13343811035156,0.16571158170700073,13.63113808631897
980,RandomForest,131.54716525704532,0.5289662672785415,1838.615532875061
980,Randomforest(cuML),173.40176391601562,0.18154269456863403,13.652970790863037
990,RandomForest,95.70231698210681,0.6499522479283226,1857.2812790870667
990,Randomforest(cuML),146.45941162109375,0.18018293380737305,13.612707138061523
1000,RandomForest,125.32586059800799,0.5427390543718348,1899.8799042701721
1000,Randomforest(cuML),169.81448364257812,0.16047781705856323,13.622853517532349
1010,RandomForest,105.77404904708551,0.5953787545147995,1930.3251230716705
1010,Randomforest(cuML),151.8545684814453,0.16603821516036987,13.598017454147339
1020,RandomForest,87.94308486333354,0.7016075933499407,1939.01597738266
1020,Randomforest(cuML),144.832275390625,0.19068968296051025,13.494792938232422
1030,RandomForest,96.22502595542808,0.6052705505134868,1913.8662555217743
1030,Randomforest(cuML),136.326416015625,0.20771116018295288,13.74307370185852
